id:ID,:LABEL,preflabel,synonyms:IGNORE,description
UniProt:Q6P4F1,GENE,Fucosyltransferase 10,FUT10|Fuc-TX|Fucosyltransferase 10|Fucosyltransferase X|FucT-X|Galactoside 3-L-fucosyltransferase 10,mammalian protein found in Homo sapiens
KEGG-path:map00520,PHYS,Amino sugar and nucleotide sugar metabolism,NA,Biochemical pathway
KEGG-path:map01100,PHYS,Metabolic pathways,NA,Biochemical pathway
KEGG-path:map02010,PHYS,ABC transporters,NA,Biochemical pathway
KEGG-path:map02060,PHYS,Phosphotransferase system (PTS),NA,Biochemical pathway
CL:0000738,ANAT,white blood cell,leukocyte,type of cells of the immunological system
HP:0001249,DISO,intellectual disability,ID|general learning disability|IDD|intellectual developmental disability|mental retardation|syndromic intellectual disability,generalized neurodevelopmental disorder
HP:0000297,DISO,Facial hypotonia,Hypotonic facies ,Reduced muscle tone of a muscle that is innervated by the facial nerve (the seventh cranial nerve).
HP:0004325,DISO,Decreased body weight,Low weight,Reduction inexisting body weight.
HP:0000275,DISO,Narrow face,Thin facies,"Bizygomatic (upper face) and bigonial (lower face) width are both more than 2 standard deviations below the mean (objective); or, an apparent reduction in the width of the upper and lower face (subjective)."
HP:0009938,DISO,Sunken cheeks,Hollow cheeks,Lack or loss of the soft tissues between the zygomata and mandible.
HP:0000463,DISO,Anteverted nares,Upturned nasal tip,Anteriorly-facing nostrils viewed with the head in the Frankfurt horizontal and the eyes of the observer level with the eyes of the subject. This gives the appearance of an upturned nose (upturned nasal tip).
HP:0000508,DISO,ptosis,blepharoptosis|drooping eyelid,An eye disease characterized by the drooping or falling of the upper or lower eyelid.
HP:0000248,DISO,brachycephaly,HP:0000248 ,NA
HP:0005484,DISO,Postnatal microcephaly,Acquired microcephaly,"Microcephaly (HP:0000252) with onset in the postnatal period, that is, the head circumference is in the normal range at birth but falls behind normal values later in development."
HP:0004302,DISO,Functional motor problems,Motor deficits,NA
HP:0010841,DISO,Multifocal epileptiform discharges,Multifocal epileptiform activity,A abnormality in cerebral electrical activity recorded along the scalp by electroencephalography (EEG) and being identified at multiple locations (foci).
HP:0002072,DISO,choreatic disease,choreatic disease|hereditary chorea|chorea,"A movement disease characterized by brief, semi-directed, irregular movements that not repetitive or rhythmic, but appear to flow from one muscle to the next."
HP:0002305,DISO,Athetosis,HP:0002305 ,NA
HP:0001336,DISO,Myoclonus,clonic convulsions,symptom
HP:0002345,DISO,Action tremor,Ataxic tremor,"A tremor present when the limbs are active, either when outstretched in a certain position or throughout a voluntary movement."
HP:0001332,DISO,dystonia,dystonic disease|dystonia|Dystonia,Neurological movement disorder
HP:0001310,DISO,Dysmetria,Dysmetric movements,A type of ataxia characterized by the inability to carry out movements with the correct range and motion across the plane of more than one joint related to incorrect estimation of the distances required for targeted movements.
HP:0012448,DISO,Delayed myelination,HP:0012448,Delayed myelination.
HP:0012444,DISO,Brain atrophy,Cerebral or brain atrophy,Partial or complete wasting (loss) of brain tissue that was once present.
HP:0001272,DISO,Cerebellar atrophy,Degeneration of cerebellum,Atrophy (wasting) of the cerebellum.
HP:0012705,DISO,Abnormal metabolic brain imaging by MRS,Abnormalities in brain MRS-measured metabolites,An anomaly of metabolism in the brain identified by magnetic resonance spectroscopy (MRS).
HP:0012706,DISO,Elevated brain choline level by MRS,High choline in brain by MRS,An increase in the level of choline-containing compounds in the brain identified by magnetic resonance spectroscopy (MRS).
HP:0002921,DISO,Abnormality of the cerebrospinal fluid,Abnormal CSF findings,An abnormality of the cerebrospinal fluid (CSF).
HP:0003785,DISO,Decreased CSF homovanillic acid,Decreased CSF HVA,Decreased concentration of homovanillic acid (HVA) in the cerebrospinal fluid. HVA is a metabolite of dopamine.
HP:0040209,DISO,Decreased CSF biopterin level,Low CSF BH4 (tetrahydrobiopterin),Decreased concentration of biopterin in the cerebrospinal fluid (CSF).
HP:0000577,DISO,exotropia,"Divergent Strabismus|Divergent concomitant strabismus|Divergent concomitant strabismus (disorder)|Exotropia (disorder)|Exotropia NOS (disorder)|Exotropia, unspecified|Unspecified exotropia (disorder)",Human disease
HP:0000565,DISO,esotropia,Convergence in manifest squint (finding)|Internal Strabismus|crossed eyes|Convergence in manifest squint,Esotropia is a strabismus in which the eye turns inward toward the nose.
HP:0011496,DISO,corneal neovascularization,"Corneal neovascularization (disorder)|Corneal neovascularization NOS (disorder)|Corneal neovascularization, unspecified|Unspecified corneal neovascularization (disorder)",Human disease
HP:0000648,DISO,optic atrophy,Atrophy of optic disc (disorder)|Unspecified optic atrophy (disorder)|atrophy of optic disc,Human disease
HP:0008051,DISO,Abnormality of retinal pigmentation,Retinal pigmentary changes,Human phenotype
HP:0000548,DISO,Cone/cone-rod dystrophy,Cone distrophy,Human phenotype
HP:0010536,DISO,central sleep apnea,central sleep apnea|primary central sleep apnea|central sleep apnea syndrome,"A sleep apnea that is characterized by a malfunction of the basic neurological controls for breathing rate and the failure to give the signal to inhale, causing the individual to miss one or more cycles of breathing."
HP:0002870,DISO,obstructive sleep apnea,obstructive sleep apnea syndrome,"A sleep apnea that is characterized by repeated collapse and obstruction of the upper airway during sleep, which results in reduced airflow (hypopnea) or complete airflow cessation (apnea), oxygen desaturation, and arousals from sleep."
HP:0001744,DISO,Splenomegaly,NA,NA
HP:0001397,DISO,fatty liver disease,fatty liver disease|Fatty change of liver|Steatosis of liver (disorder)|alcoholic fatty liver|hepatic lipidosis|fatty degeneration of the liver|steatosis of the liver|Fatty liver disease,A lipid storage disease characterized by the accumulation of large vacuoles of triglyceride fat in liver cells via the process of steatosis.
HP:0002240,DISO,hepatomegaly,enlarged liver|swollen liver,symptom
HP:0012340,DISO,Decreased resting energy expenditure,Low resting energy expenditure,An reduction in the number of calories used per unit time.
HP:0003146,DISO,Hypocholesterolemia,Cholesterol depletion,An decreased concentration of cholesterol in the blood.
HP:0002750,DISO,Delayed skeletal maturation,Delayed bone age,A decreased rate of skeletal maturation. Delayed skeletal maturation can be diagnosed on the basis of an estimation of the bone age from radiographs of specific bones in the human body.
HP:0001382,DISO,Joint hypermobility,NA,The ability of a joint to move beyond its normal range of motion.
HP:0002673,DISO,Coxa valga,NA,NA
HP:0001822,DISO,Bunion,Hallux valgus,deformity characterized by lateral deviation of the great toe
HP:0003031,DISO,Ulnar bowing,NA,Bending of the diaphysis (shaft) of the ulna.
HP:0006009,DISO,Broad phalanx,Widened phalanges,Increased side-to-side width of one or more phalanges of the fingers or toes.
HP:0001783,DISO,Broad metatarsal,Shortened and widened metatarsals,Increased side-to-side width of a metatarsal bone.
HP:0000966,DISO,hypohidrosis,Hypohidrosis (disorder)|Oligohidrosis,Human disease
HP:0031107,DISO,Decreased fibular diameter,Thin fibula|Thinning of the fibulas,Human phenotype
HP:0012785,DISO,Flexion contracture of finger,Flexion deformity of finger,Human phenotype
HP:0031051,DISO,Tarsal sclerosis,Sclerosis of the tarsal bones,Human phenotype
HP:0030043,DISO,Hip Subluxation,Partial hip dislocation,Human phenotype
HP:0100959,DISO,Dense metaphyseal bands,Transverse metaphyseal bands|Dense metaphyseal lines|Metaphyseal banding,Human phenotype
HP:0001929,DISO,Reduced factor XI activity,Low factor XI activity|Factor XI deficiency,Human phenotype
HP:0011858,DISO,Reduced factor IX activity,Low factor IX activity,Human phenotype
HP:0012201,DISO,Reduced prothrombin activity,Reduced factor II activity|Low factor II activity,Human phenotype
HP:0011900,DISO,Hypofibrinogenemia,Low fibrinogen activity,Human phenotype
HP:0005543,DISO,Reduced protein C activity,Low protein C activity|Protein C deficiency,Human phenotype
HP:0001649,DISO,tachycardia,tachyarrhythmia|increased pulse rate|Increased heart rate,rapid heartrate that exceeds the range of the normal resting heartrate for age.
HP:0000539,DISO,Abnormality of refraction,Refractive errors,Human phenotype
HP:0007141,DISO,Sensorimotor neuropathy,Sensorimotor peripheral neuropathy,Human phenotype
HP:0007327,DISO,Mixed demyelinating and axonal polyneuropathy,Axonal sensorimotor polyneuropathy with demyelinative features,Human phenotype
HP:0025455,DISO,Decreased CSF 5-hydroxyindolacetic acid,Decreased CSF 5-HIAA,Human phenotype
HP:0030978,DISO,Decreased CSF/serum albumin ratio,Low CSF/serum albumin ratio,Human phenotype
HP:0025458,DISO,Decreased CSF albumin,Low CSF albumin,Human phenotype
HP:0025457,DISO,Decreased CSF total protein,Low CSF total protein,Human phenotype
HP:0500021,DISO,Reduced brain gamma-aminobutyric acid level by MRS,Deficit of gamma-aminobutyric acid (Glx) in brain by MRS,Human phenotype
HP:0025460,DISO,High myoinositol in brain by MRS,High myo-inositol in brain by MRS,An elveated level of myoinositol in the brain identified by magnetic resonance spectroscopy (MRS).
HP:0100924,DISO,Sclerosis of toe phalanx,Sclerosis of the phalanges of the toes,Human phenotype
HP:0012370,DISO,visible zygomatic arches,NA,Human phenotype
HP:0031058,DISO,impaired daily living skills,NA,Human phenotype
HP:0012708,DISO,low NAA in brain by MRS,NA,Human phenotype
HP:0030980,DISO,deficit of glutamine in brain by MRS,NA,Human phenotype
HP:0031161,DISO,deficit of glutamate in brain by MRS,NA,Human phenotype
HP:0012333,DISO,abnormal QSWEATs,NA,Human phenotype
HP:0030001,DISO,lagopthalmous,NA,Human phenotype
HP:0030906,DISO,persistent nutritive suckle swallow,NA,Human phenotype
HP:0031146,DISO,poor oral bolus,NA,Human phenotype
HP:0031162,DISO,pharyngeal swallow response delays,NA,Human phenotype
HP:0002015,DISO,Premature spillage,NA,Human phenotype
HP:0005216,DISO,developmental delay in mastication,NA,Human phenotype
HP:0031144,DISO,coarse or inhomogeneous liver texture,NA,Human phenotype
HP:0000938,DISO,low femoral bone density,NA,Human phenotype
HP:0031164,DISO,growth arrest lines,NA,Human phenotype
HP:0003835,DISO,dislocations or subluxations involving the shoulder joints ,NA,Human phenotype
HP:0003174,DISO,prominent apophyseal bone formation in the ileac crests and ischia,NA,Human phenotype
ZFIN:ZDB-GENE-051023-7,GENE,uba52,NA,None
UBERON:0002107,ANAT,liver,NA,None
MGI:106594,GENE,Gk,NA,None
UBERON:0004720,ANAT,cerebellar vermis,NA,None
FlyBase:FBgn0033807,GENE,AQP,NA,None
FBcv:0000349,DISO,viable,NA,None
NCBIGene:824852,GENE,AREB3,NA,None
FlyBase:FBgn0033010,GENE,Atf6,NA,None
NCBIGene:470634,GENE,IKZF2,NA,None
MGI:1342541,GENE,Ikzf2,NA,None
ZFIN:ZDB-GENE-030616-108,GENE,si:busm1-105l16.2,NA,None
NCBIGene:721776,GENE,LOC721776,NA,None
NCBIGene:508675,GENE,STX4,NA,None
NCBIGene:6810,GENE,STX4,NA,None
WormBase:WBGene00013111,GENE,sta-1,NA,None
NCBIGene:574129,GENE,STAT5A,NA,None
NCBIGene:836401,GENE,AT5G62800,NA,None
NCBIGene:6477,GENE,SIAH1,NA,None
RGD:1307097,GENE,Wdfy3,NA,None
NCBIGene:461201,GENE,WDFY3,NA,None
WormBase:WBGene00001345,GENE,fos-1,NA,None
WBPhenotype:0002057,DISO,Bacillus thuringiensis toxin hypersensitive,NA,None
MGI:95574,GENE,Fos,NA,None
MGI:96646,GENE,Jun,NA,None
MP:0002655,DISO,abnormal keratinocyte morphology,NA,None
MGI:102709,GENE,Cav1,NA,None
MP:0010724,DISO,thick interventricular septum,NA,None
NCBIGene:829025,GENE,RPT2a,NA,None
MGI:106054,GENE,Psmc1,NA,None
NCBIGene:830423,GENE,AT5G01660,NA,None
FlyBase:FBgn0001301,GENE,kel,NA,None
ZFIN:ZDB-GENE-080508-1,GENE,keap1b,NA,None
NCBIGene:100012710,GENE,KEAP1,NA,None
FlyBase:FBgn0016917,GENE,Stat92E,NA,None
FBbt:00000046PHENOTYPE,DISO,dorsal appendage phenotype,NA,None
NCBIGene:10188,GENE,TNK2,NA,None
GO:0046872,PHYS,metal ion binding,NA,None
MGI:1933161,GENE,Trim23,NA,None
NCBIGene:838957,GENE,ARF1,NA,None
NCBIGene:100066836,GENE,KRT31,NA,None
MGI:1309994,GENE,Krt34,NA,None
FlyBase:FBgn0012051,GENE,CalpA,NA,None
ZFIN:ZDB-GENE-040426-2814,GENE,zgc:55262,NA,None
NCBIGene:700743,GENE,AQP9,NA,None
WormBase:WBGene00000169,GENE,aqp-1,NA,None
MGI:3652177,GENE,Gm11596,NA,None
MGI:3650789,GENE,Krtap31-2,NA,None
FlyBase:FBgn0001291,GENE,Jra,NA,None
FlyBase:FBgn0029856,GENE,CG11700,NA,None
MGI:1920094,GENE,Kctd17,NA,None
Xenbase:XB-GENE-1016270,GENE,kctd5,NA,None
NCBIGene:100622324,GENE,NFE2L3,NA,None
ZFIN:ZDB-GENE-040630-5,GENE,nfe2l1a,NA,None
NCBIGene:7975,GENE,MAFK,NA,None
UBERON:0000922,ANAT,embryo,NA,None
NCBIGene:4669,GENE,NAGLU,NA,None
HP:0000752,DISO,Hyperactivity,NA,None
NCBIGene:418341,GENE,B4GALT4,NA,None
WormBase:WBGene00012206,GENE,W02B12.11,NA,None
ZFIN:ZDB-GENE-030131-6269,GENE,ubqln4,NA,None
NCBIGene:286808,GENE,MDFI,NA,None
RGD:1560271,GENE,Mdfi,NA,None
RGD:1311835,GENE,Derl1,NA,None
RGD:621097,GENE,Psmc1,NA,None
NCBIGene:618455,GENE,LOC618455,NA,None
MGI:1919138,GENE,Krt33a,NA,None
FlyBase:FBgn0266672,GENE,Sec8,NA,None
FBcv:0002023,DISO,some die during larval stage,NA,None
MP:0002896,DISO,abnormal bone mineralization,NA,None
ZFIN:ZDB-GENE-120525-2,GENE,bach2a,NA,None
NCBIGene:55968,GENE,NSFL1C,NA,None
WormBase:WBGene00022381,GENE,ubxn-2,NA,None
NCBIGene:100623387,GENE,KRT33A,NA,None
ZFIN:ZDB-GENE-040426-2931,GENE,krt15,NA,None
MGI:2145579,GENE,Kctd9,NA,None
RGD:1312010,GENE,Kctd9,NA,None
NCBIGene:419494,GENE,FBXO6,NA,None
ZFIN:ZDB-GENE-050913-78,GENE,zgc:114081,NA,None
NCBIGene:513138,GENE,EXOC3,NA,None
FlyBase:FBgn0266671,GENE,Sec6,NA,None
NCBIGene:100562346,GENE,gk5,NA,None
NCBIGene:256356,GENE,GK5,NA,None
FlyBase:FBgn0031057,GENE,Ubqn,NA,None
FlyBase:FBgn0010328,GENE,woc,NA,None
MGI:1309991,GENE,Krt33b,NA,None
ZFIN:ZDB-GENE-991008-6,GENE,cyt1,NA,None
REACT:R-HSA-1247673,PHYS,Erythrocytes take up oxygen and release carbon dioxide,NA,None
HP:0001878,DISO,Hemolytic anemia,NA,None
MGI:1333777,GENE,Aqp3,NA,None
MP:0009763,DISO,increased sensitivity to induced morbidity/mortality,NA,None
WormBase:WBGene00019169,GENE,H06I04.5,NA,None
Xenbase:XB-GENE-996931,GENE,ptpro,NA,None
NCBIGene:100064558,GENE,NFE2,NA,None
FlyBase:FBgn0262975,GENE,cnc,NA,None
NCBIGene:7314,GENE,UBB,NA,None
NCBIGene:2932,GENE,GSK3B,NA,None
ClinVarVariant:126422,VARI,NM_018297.3(NGLY1):c.1370dupG (p.Arg458Lysfs),NA,None
HP:0000711,DISO,Restlessness,NA,None
ZFIN:ZDB-GENE-990415-245,GENE,elavl1a,NA,None
NCBIGene:743010,GENE,ELAVL1,NA,None
WormBase:WBGene00020007,GENE,R11F4.1,NA,None
NCBIGene:100525819,GENE,FGGY,NA,None
MGI:99421,GENE,Nfe2l1,NA,None
MP:0005560,DISO,decreased circulating glucose level,NA,None
NCBIGene:100067632,GENE,NSFL1C,NA,None
RGD:619952,GENE,Nsfl1c,NA,None
NCBIGene:100063460,GENE,STX4,NA,None
WormBase:WBGene00006372,GENE,syx-2,NA,None
NCBIGene:1956,GENE,EGFR,NA,None
NCBIGene:100067755,GENE,EGFR,NA,None
MGI:2447188,GENE,Car9,NA,None
NCBIGene:837326,GENE,ACA7,NA,None
RGD:1306290,GENE,Ivns1abp,NA,None
ZFIN:ZDB-GENE-031222-2,GENE,ivns1abpa,NA,None
NCBIGene:464364,GENE,DERL1,NA,None
ZFIN:ZDB-GENE-040426-2793,GENE,derl1,NA,None
ClinVarVariant:50961,VARI,NM_018297.3(NGLY1):c.1891delC (p.Gln631Serfs),NA,None
HP:0007957,DISO,Corneal opacity,NA,None
HP:0100738,DISO,Abnormal eating behavior,NA,None
KEGG-path:maphsa04964,PHYS,Proximal tubule bicarbonate reclamation,NA,None
HP:0000855,DISO,Insulin resistance,NA,None
RGD:1308686,GENE,Ikzf2,NA,None
NCBIGene:395309,GENE,IKZF2,NA,None
ZFIN:ZDB-GENE-030131-556,GENE,keap1a,NA,None
NCBIGene:9817,GENE,KEAP1,NA,None
NCBIGene:267,GENE,AMFR,NA,None
NCBIGene:100556063,GENE,stx4,NA,None
WormBase:WBGene00002783,GENE,let-607,NA,None
NCBIGene:836204,GENE,bZIP70,NA,None
FlyBase:FBgn0005427,GENE,ewg,NA,None
FBbt:00005838PHENOTYPE,DISO,NMJ bouton phenotype,NA,None
ZFIN:ZDB-GENE-070112-1332,GENE,engase,NA,None
NCBIGene:828901,GENE,AT4G27880,NA,None
ZFIN:ZDB-GENE-010319-31,GENE,siah1,NA,None
MGI:2147607,GENE,Ccdc85b,NA,None
FlyBase:FBgn0031488,GENE,CG17265,NA,None
ZFIN:ZDB-GENE-091113-22,GENE,si:dkeyp-50d11.2,NA,None
MGI:1342542,GENE,Ikzf3,NA,None
NCBIGene:100566689,GENE,ikzf3,NA,None
MGI:2443336,GENE,Gk5,NA,None
ZFIN:ZDB-GENE-040718-88,GENE,krt95,NA,None
NCBIGene:531486,GENE,KRT34,NA,None
NCBIGene:100514127,GENE,KRT34,NA,None
WormBase:WBGene00002055,GENE,ifc-1,NA,None
NCBIGene:843385,GENE,ARFA1D,NA,None
