subject_id,property_id,property_label,property_description,property_uri,object_id,subject_qid,property_pid,object_qid,reference_uri,reference_supporting_text,reference_date,property_term,subject_type,object_type,subject_term,object_term,prevalence,curation_evidence,curation_date,curator_uri,comments
Orphanet:314381,RO:0002200,has phenotype,NA,NA,HP:0000522,Q29017175,P1557,Q19595845,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Alacrima has also been described in different forms of hereditary sensory and autonomic neuropathy, including type III (also known as familial disautonomia or Riley-Day syndrome) (OMIM 223900) and type VI (OMIM 614653).",2014-03-20,presents,disease,phenotype,Hereditary sensory and autonomic neuropathy type 6,alacrima,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
DOID:11589,skos:exactMatch,exact match,NA,NA,OMIM:223900,Q2325854,P2888,Q2325854,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Alacrima has also been described in different forms of hereditary sensory and autonomic neuropathy, including type III (also known as familial disautonomia or Riley-Day syndrome) (OMIM 223900) and type VI (OMIM 614653).",2014-03-20,same_as,disease,disease,Riley-Day syndrome,Riley-Day syndrome,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
Orphanet:314381,skos:exactMatch,exact match,NA,NA,OMIM:614653,Q29017175,P2888,Q3702898,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Alacrima has also been described in different forms of hereditary sensory and autonomic neuropathy, including type III (also known as familial disautonomia or Riley-Day syndrome) (OMIM 223900) and type VI (OMIM 614653).",2014-03-20,same_as,disease,disease,Hereditary sensory and autonomic neuropathy type 6,Hereditary sensory and autonomic neuropathy type 6,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
DOID:5212,RO:0002200,has phenotype,NA,NA,HP:0001511,Q1125675,P1557,Q29019673,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Although there are clear similarities between NGLY1 deficiency and the CDGs as a whole, such as IUGR, failure to thrive, global developmental delay, and liver impairment, these features are nonspecific.",2014-03-20,presents,disease,phenotype,Congenital disorder of glycosylation|CDG,IUGR,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
DOID:5212,RO:0002200,has phenotype,NA,NA,HP:0001508,Q1125675,P1557,Q1497481,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Although there are clear similarities between NGLY1 deficiency and the CDGs as a whole, such as IUGR, failure to thrive, global developmental delay, and liver impairment, these features are nonspecific.",2014-03-20,presents,disease,phenotype,Congenital disorder of glycosylation|CDG,failure to thrive,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
DOID:5212,RO:0002200,has phenotype,NA,NA,HP:0001263,Q1125675,P1557,Q1142806,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Although there are clear similarities between NGLY1 deficiency and the CDGs as a whole, such as IUGR, failure to thrive, global developmental delay, and liver impairment, these features are nonspecific.",2014-03-20,presents,disease,phenotype,Congenital disorder of glycosylation|CDG,global developmental delay,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
DOID:5212,RO:0002200,has phenotype,NA,NA,HP:0001392,Q1125675,P1557,Q29020078,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Although there are clear similarities between NGLY1 deficiency and the CDGs as a whole, such as IUGR, failure to thrive, global developmental delay, and liver impairment, these features are nonspecific.",2014-03-20,presents,disease,phenotype,Congenital disorder of glycosylation|CDG,liver impairment,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:11253,RO:0002200,has phenotype,NA,NA,DOID:0060308,Q18036434,P2293,Q19587384,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Mutations in MAN1B1, the gene coding for alpha-1,2-mannosidase, are associated with nonsyndromic autosomal recessive intellectual disability and subtle dysmorphic features.",2014-03-20,associates,gene,disease,MAN1B1,nonsyndromic autosomal recessive intellectual disability,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:11253,RO:0002200,has phenotype,NA,NA,HP:0001999 ,Q18036434,P2293,Q29019704,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Mutations in MAN1B1, the gene coding for alpha-1,2-mannosidase, are associated with nonsyndromic autosomal recessive intellectual disability and subtle dysmorphic features.",2014-03-20,associates,gene,phenotype,MAN1B1,dysmorphic features,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:11253,RO:0002205,has gene product,NA,NA,UniProt:Q9UKM7,Q18036434,P688,Q21121661,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Mutations in MAN1B1, the gene coding for alpha-1,2-mannosidase, are associated with nonsyndromic autosomal recessive intellectual disability and subtle dysmorphic features.",2014-03-20,encodes,gene,protein,MAN1B1,"alpha-1,2-mannosidase",NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q9UKM7,rdf:type,instance of,NA,NA,EDAM:topic_0820,Q21121661,P31,Q29017222,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"alpha-1,2-Mannosidase is a type II transmembrane protein that is primarily localized to the Golgi apparatus, where it undergoes O-glycosylation and participates in glycoprotein quality control.",2014-03-20,instance_of,protein,protein class,"alpha-1,2-mannosidase",type II transmembrane protein,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q9UKM7,BFO:0000050,is part of,NA,NA,GO:0005794,Q21121661,P681,Q83181,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"alpha-1,2-Mannosidase is a type II transmembrane protein that is primarily localized to the Golgi apparatus, where it undergoes O-glycosylation and participates in glycoprotein quality control.",2014-03-20,in_cell_component,protein,cell component,"alpha-1,2-mannosidase",Golgi apparatus,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q9UKM7,RO:0002331,involved in,NA,NA,Reactome:R-HSA-532668,Q21121661,P361,Q29017194,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Recently, disorders associated with components of the ERAD pathway involving the Golgi apparatus, ER lipid raft-associated protein 1/2 (erlin1/2) complex, and E3-ubiquitin ligase have been identified.(...). alpha-1,2-Mannosidase is a type II transmembrane protein that is primarily localized to the Golgi apparatus, where it undergoes O-glycosylation and participates in glycoprotein quality control.",2014-03-20,participates,protein,pathway,"alpha-1,2-mannosidase",ERAD pathway,NA,http://www.uniprot.org/uniprot/Q9UKM7,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:11160,RO:0002200,has phenotype,NA,NA,HP:0002187,Q18036170,P2293,Q183560,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Profound intellectual disability, developmental regression, and mutliple contractures are features associated with autosomal recessive mutations in ERLIN2.",2014-03-20,associates,gene,phenotype,ERLIN2,Profound intellectual disability,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:11160,RO:0002200,has phenotype,NA,NA,HP:0002376,Q18036170,P2293,Q17009018,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Profound intellectual disability, developmental regression, and mutliple contractures are features associated with autosomal recessive mutations in ERLIN2.",2014-03-20,associates,gene,phenotype,ERLIN2,developmental regression,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:11160,RO:0002200,has phenotype,NA,NA,HP:0002828,Q18036170,P2293,Q1480291,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Profound intellectual disability, developmental regression, and mutliple contractures are features associated with autosomal recessive mutations in ERLIN2.",2014-03-20,associates,gene,phenotype,ERLIN2,mutliple contractures,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:11160,RO:0002200,has phenotype,NA,NA,DOID:2476,Q18036170,P2293,Q657516,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Another family was found to have a homozygous null mutation in ERLIN2, with affected individuals presenting with a hereditary spastic paraplegia phenotype.",2014-03-20,associates,gene,disease,ERLIN2,hereditary spastic paraplegia,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:11160,RO:0002331,involved in,NA,NA,Reactome:R-HSA-532668,Q18036170,P361,Q29017194,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.",2014-03-20,participates,gene,pathway,ERLIN2,ERAD pathway,NA,http://www.reactome.org/content/detail/R-HSA-8866531,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:11160,RO:0002434,interacts with,NA,NA,NCBIGene:10613,Q18036170,P129,Q18035529,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.",2014-03-20,interacts,gene,gene,ERLIN2,ERLIN1,NA,https://thebiogrid.org/116331,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:O94905,RO:0002434,interacts with,NA,NA,UniProt:O75477,Q21130396,P129,Q21131645,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.",2014-03-20,interacts,protein,protein,ER lipid raft associated 2,ER lipid raft associated 1,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:O94905,BFO:0000050,is part of,NA,NA,Reactome:R-HSA-8866522,Q21130396,P361,Q29017201,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.",2014-03-20,is_component_of,protein,protein complex,ER lipid raft associated 2,erlin1/2 complex,NA,http://www.reactome.org/content/detail/R-HSA-8866522,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:O75477,BFO:0000050,is part of,NA,NA,Reactome:R-HSA-8866522,Q21131645,P361,Q29017201,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.",2014-03-20,is_component_of,protein,protein complex,ER lipid raft associated 1,erlin1/2 complex,NA,http://www.reactome.org/content/detail/R-HSA-8866522,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:11160,RO:0002205,has gene product,NA,NA,UniProt:O94905,Q18036170,P688,Q21130396,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.",2014-03-20,encodes,gene,protein,ERLIN2,ER lipid raft associated 2,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:10613,RO:0002205,has gene product,NA,NA,UniProt:O75477,Q18035529,P688,Q21131645,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.",2014-03-20,encodes,gene,protein,ERLIN1,ER lipid raft associated 1,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
Reactome:R-HSA-8866522,BFO:0000050,is part of,NA,NA,Reactome:R-HSA-8866531,Q29017201,P361,Q29017203,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"In this case, abnormal erlin2 causes impaired ERAD of activated inositol 1,4,5-triphosphate (IP3) receptors and other substrates by compromising the structure of the erlin1/2 complex.",2014-03-20,is_component_of,protein complex,protein complex,erlin1/2 complex,ERAD complex,NA,http://www.reactome.org/content/detail/R-HSA-8866531,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:81790,RO:0002331,involved in,NA,NA,Reactome:R-HSA-532668,Q18047094,P361,Q29017194,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Recently, disorders associated with components of the ERAD pathway involving the Golgi apparatus, ER lipid raft-associated protein 1/2 (erlin1/2) complex, and E3-ubiquitin ligase have been identified.(...). Utimately, IP3 receptors undergo rapid degradation via the ubiquitin-proteasome pathway in response to cell stimulation. Evidence suggests that RNF170, an E3-ubiquitin ligase, mediates ubiquitination and processing of the IP3 receptor via interaction involving the erlin1/2 complex.",2014-03-20,participates,gene,pathway,RNF170,ERAD pathway,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:81790,RO:0002205,has gene product,NA,NA,UniProt:Q96K19,Q18047094,P688,Q21124972,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Recently, disorders associated with components of the ERAD pathway involving the Golgi apparatus, ER lipid raft-associated protein 1/2 (erlin1/2) complex, and E3-ubiquitin ligase have been identified.(...). Utimately, IP3 receptors undergo rapid degradation via the ubiquitin-proteasome pathway in response to cell stimulation. Evidence suggests that RNF170, an E3-ubiquitin ligase, mediates ubiquitination and processing of the IP3 receptor via interaction involving the erlin1/2 complex.",2014-03-20,encodes,gene,protein,RNF170,E3-ubiquitin ligase,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:81790,RO:0002331,involved in,NA,NA,GO:0016567,Q18047094,P682,Q14860452,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Recently, disorders associated with components of the ERAD pathway involving the Golgi apparatus, ER lipid raft-associated protein 1/2 (erlin1/2) complex, and E3-ubiquitin ligase have been identified.(...). Utimately, IP3 receptors undergo rapid degradation via the ubiquitin-proteasome pathway in response to cell stimulation. Evidence suggests that RNF170, an E3-ubiquitin ligase, mediates ubiquitination and processing of the IP3 receptor via interaction involving the erlin1/2 complex.",2014-03-20,participates,gene,biological process,RNF170,ubiquitination,NA,http://www.uniprot.org/uniprot/Q96K19,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q96K19,RO:0002434,interacts with,NA,NA,Reactome:R-HSA-8866522,Q21124972,P129,Q29017201,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Recently, disorders associated with components of the ERAD pathway involving the Golgi apparatus, ER lipid raft-associated protein 1/2 (erlin1/2) complex, and E3-ubiquitin ligase have been identified.(...). Utimately, IP3 receptors undergo rapid degradation via the ubiquitin-proteasome pathway in response to cell stimulation. Evidence suggests that RNF170, an E3-ubiquitin ligase, mediates ubiquitination and processing of the IP3 receptor via interaction involving the erlin1/2 complex.",2014-03-20,interacts,protein,protein complex,E3-ubiquitin ligase,erlin1/2 complex,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:81790,RO:0002200,has phenotype,NA,NA,OMIM:608984,Q18047094,P2293,Q29017155,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Mutation in RNF170 cause a late-onset autosomal dominant sensory ataxia characterized by distal sensory loss, diminished to absent reflexes, wide-based gait, and normal brain imaging. ",2014-03-20,associates,gene,disease,RNF170,late-onset autosomal dominant sensory ataxia,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
OMIM:608984,RO:0002200,has phenotype,NA,NA,HP:0003409,Q29017155,P1557,Q29019839,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Mutation in RNF170 cause a late-onset autosomal dominant sensory ataxia characterized by distal sensory loss, diminished to absent reflexes, wide-based gait, and normal brain imaging. ",2014-03-20,presents,disease,phenotype,late-onset autosomal dominant sensory ataxia,distal sensory loss,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
OMIM:608984,RO:0002200,has phenotype,NA,NA,HP:0001284,Q29017155,P1557,Q640882,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Mutation in RNF170 cause a late-onset autosomal dominant sensory ataxia characterized by distal sensory loss, diminished to absent reflexes, wide-based gait, and normal brain imaging. ",2014-03-20,presents,disease,phenotype,late-onset autosomal dominant sensory ataxia,diminished to absent reflexes,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
OMIM:608984,RO:0002200,has phenotype,NA,NA,HP:0002136,Q29017155,P1557,Q29019719,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Mutation in RNF170 cause a late-onset autosomal dominant sensory ataxia characterized by distal sensory loss, diminished to absent reflexes, wide-based gait, and normal brain imaging. ",2014-03-20,presents,disease,phenotype,late-onset autosomal dominant sensory ataxia,wide-based gait,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
UniProt:Q96K19,RO:0002200,has phenotype,NA,NA,DOID:10595,Q21124972,P2293,Q1052687,https://www.ncbi.nlm.nih.gov/pubmed/24651605,Abnormal E3-ubiquitin ligase activity has also been postulated to play a role in the pathogenesis of an autosomal dominant form of Charcot-Marie-Tooth disease.,2014-03-20,associates,protein,disease,E3-ubiquitin ligase,autosomal dominant form of Charcot-Marie-Tooth disease,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:81790,RO:0002434,interacts with,NA,NA,NCBIGene:11160,Q18047094,P129,Q18036170,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Recently, disorders associated with components of the ERAD pathway involving the Golgi apparatus, ER lipid raft-associated protein 1/2 (erlin1/2) complex, and E3-ubiquitin ligase have been identified.(...). Utimately, IP3 receptors undergo rapid degradation via the ubiquitin-proteasome pathway in response to cell stimulation. Evidence suggests that RNF170, an E3-ubiquitin ligase, mediates ubiquitination and processing of the IP3 receptor via interaction involving the erlin1/2 complex.",2014-03-20,interacts,gene,gene,RNF170,ERLIN2,NA,https://thebiogrid.org/123583,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:81790,RO:0002434,interacts with,NA,NA,NCBIGene:10613,Q18047094,P129,Q18035529,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Recently, disorders associated with components of the ERAD pathway involving the Golgi apparatus, ER lipid raft-associated protein 1/2 (erlin1/2) complex, and E3-ubiquitin ligase have been identified.(...). Utimately, IP3 receptors undergo rapid degradation via the ubiquitin-proteasome pathway in response to cell stimulation. Evidence suggests that RNF170, an E3-ubiquitin ligase, mediates ubiquitination and processing of the IP3 receptor via interaction involving the erlin1/2 complex.",2014-03-20,interacts,gene,gene,RNF170,ERLIN1,NA,https://thebiogrid.org/123583,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:55768,RO:HOM0000017,in orthology relationship with,NA,NA,NCBIGene:173028,Q18042037,P684,Q27542287,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"A study in Caenorhabditis elegans detected peripheral nervous system defects, including aberrant neuronal branching, in animals with loss-of-function mutations in png-1 the ortholog of NGLY1.",2014-03-20,ortholog_of,gene,gene,NGLY1,PNG1,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
SO:0001587,GENO:0000418,has affected feature,NA,NA,NCBIGene:173028,Q28371788,P361,Q27542287,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"A study in Caenorhabditis elegans detected peripheral nervous system defects, including aberrant neuronal branching, in animals with loss-of-function mutations in png-1 the ortholog of NGLY1.",2014-03-20,in_gene,variant class,gene,nonsense mutation|loss of function mutation|inactivating mutation|stop-gain mutation,PNG1,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:173028,RO:0002162,in taxon,NA,NA,NCBITaxon:6239,Q27542287,P684,Q91703,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"A study in Caenorhabditis elegans detected peripheral nervous system defects, including aberrant neuronal branching, in animals with loss-of-function mutations in png-1 the ortholog of NGLY1.",2014-03-20,in_taxon,gene,taxon,PNG1,Caenorhabditis elegans,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
NCBIGene:173028,RO:0002200,has phenotype,NA,NA,HP:0500032,Q27542287,P2293,Q29017229,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"A study in Caenorhabditis elegans detected peripheral nervous system defects, including aberrant neuronal branching, in animals with loss-of-function mutations in png-1 the ortholog of NGLY1.",2014-03-20,associates,gene,phenotype,PNG1,Neuronal branching abnormalities|Aberrant neuronal branching,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
HP:0500032,PATO:0001668,associated with,NA,NA,HP:0009830,Q29017229,P2293,Q18556979,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"Neuronal branching abnormalities possibly relate to the peripheral neuropathy that seems to be relatively common in NGLY1 deficiency, but further studies are needed to determine the underlying pathogenesis of both central and peripheral nervous system abnormalities found in our patients.",2014-03-20,associates,phenotype,phenotype,Neuronal branching abnormalities|Aberrant neuronal branching,Peripheral neuropathy,NA,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0001263,Q28024539,P1557,Q1142806,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). ",2014-03-20,presents,disease,phenotype,NGLY1 deficiency,Developmental delay,8/8,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0004305,Q28024539,P1557,Q2608695,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). ",2014-03-20,presents,disease,phenotype,NGLY1 deficiency,Movement disorder,8/8,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0001252,Q28024539,P1557,Q1753547,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). ",2014-03-20,presents,disease,phenotype,NGLY1 deficiency,Hypotonia,8/8,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0000522,Q28024539,P1557,Q19595845,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). ",2014-03-20,presents,disease,phenotype,NGLY1 deficiency,Alacrima/hypolacrima,7/8,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0002353,Q28024539,P1557,Q29019794,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). ",2014-03-20,presents,disease,phenotype,NGLY1 deficiency,EGG abnormalities,7/8,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0002019,Q28024539,P1557,Q178436,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"NGLY1-deficient patients have a striking clinical triad, consisting of abnormal tear production, choreoathetosis, and liver disease. In addition, global developmental delay, acquired microcephaly, hypotonia, EEG abnormalities with or without overt seizures, brain imaging abnormalities, a peripheral neuropathy, constipation, and a history of IUGR were common findings. Some patients were noted to have dysmorphic features, but overall these were not considered to be particularly prominent (Table1).",2014-03-20,presents,disease,phenotype,NGLY1 deficiency,Constipation,7/8,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0002910,Q28024539,P1557,Q2448873,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). ",2014-03-20,presents,disease,phenotype,NGLY1 deficiency,Transaminase elevation,6/7,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
DOID:0060728,RO:0002200,has phenotype,NA,NA,HP:0000252,Q28024539,P1557,Q431643,https://www.ncbi.nlm.nih.gov/pubmed/24651605,"The clinical and molecular findings demonstrate clear clinical similarities of patients with NGLY1 deficiency, although some variation in overall severity was observed, with the most common mutation being associated with more severe outcomes (Table 1). All patients had developmental delay, a movement disorder, and hypotonia. Other common findings included hypolacrima or alacrima (7/8), electroencephalography (EEG) abnormalities (7/8), elevated liver transaminases (6/7), microcephaly (6/8), abnormal brain imaging (6/8), diminished reflexes (6/8), hepatocyte cytoplasmic storage material or vacuolization (5/6), seizures (4/8), and abnormal nerve conduction (3/3) (Figure 1). ",2014-03-20,presents,disease,phenotype,NGLY1 deficiency,Microcephaly,6/8,NA,2017-03-22,http://orcid.org/0000-0003-0169-8159,NA
